pk_l2;pk_l3;un_pk_l3;un_code_l3;classificationDesc;classificationType;typeCode;desc_l3;updateMark;updateMark_TZ
G-LVL02-IDX-0065;G-LVL03-IDX-0580;HS-C-080241;080241;HS;Goods;C;"Nuts, edible; chestnuts (Castanea spp.), fresh or dried, in shell";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0065;G-LVL03-IDX-0581;HS-C-080242;080242;HS;Goods;C;"Nuts, edible; chestnuts (Castanea spp.), fresh or dried, shelled";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0065;G-LVL03-IDX-0582;HS-C-080250;080250;HS;Goods;C;Pistachios;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0065;G-LVL03-IDX-0583;HS-C-080251;080251;HS;Goods;C;"Nuts, edible; pistachios, fresh or dried, in shell";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0065;G-LVL03-IDX-0584;HS-C-080252;080252;HS;Goods;C;"Nuts, edible; pistachios, fresh or dried, shelled";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0065;G-LVL03-IDX-0585;HS-C-080260;080260;HS;Goods;C;Macadamia nuts;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0065;G-LVL03-IDX-0586;HS-C-080261;080261;HS;Goods;C;"Nuts, edible; macadamia, fresh or dried, in shell";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0065;G-LVL03-IDX-0587;HS-C-080262;080262;HS;Goods;C;"Nuts, edible; macadamia, fresh or dried, shelled";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0065;G-LVL03-IDX-0588;HS-C-080270;080270;HS;Goods;C;"Nuts, edible; kola nuts (Cola spp.), fresh or dried, whether or not shelled or peeled";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0065;G-LVL03-IDX-0589;HS-C-080280;080280;HS;Goods;C;"Nuts, edible; areca nuts, fresh or dried, whether or not shelled or peeled";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0065;G-LVL03-IDX-0590;HS-C-080290;080290;HS;Goods;C;"Nuts, edible; n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0065;G-LVL03-IDX-0591;HS-C-080291;080291;HS;Goods;C;"Nuts, edible; pine nuts, fresh or dried, in shell";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0065;G-LVL03-IDX-0592;HS-C-080292;080292;HS;Goods;C;"Nuts, edible; pine nuts, fresh or dried, shelled";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0065;G-LVL03-IDX-0593;HS-C-080299;080299;HS;Goods;C;"Nuts, edible; n.e.c. in heading 0801 and 0802, fresh or dried, whether or not shelled or peeled";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0066;G-LVL03-IDX-0594;HS-C-080300;080300;HS;Goods;C;Bananas, incl. plantains, fresh/dried;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0066;G-LVL03-IDX-0595;HS-C-080310;080310;HS;Goods;C;"Fruit, edible; plantains, fresh or dried";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0066;G-LVL03-IDX-0596;HS-C-080390;080390;HS;Goods;C;"Fruit, edible; bananas, other than plantains, fresh or dried";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0067;G-LVL03-IDX-0597;HS-C-080410;080410;HS;Goods;C;"Fruit, edible; dates, fresh or dried";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0067;G-LVL03-IDX-0598;HS-C-080420;080420;HS;Goods;C;"Fruit, edible; figs, fresh or dried";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0067;G-LVL03-IDX-0599;HS-C-080430;080430;HS;Goods;C;"Fruit, edible; pineapples, fresh or dried";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0067;G-LVL03-IDX-0600;HS-C-080440;080440;HS;Goods;C;"Fruit, edible; avocados, fresh or dried";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0067;G-LVL03-IDX-0601;HS-C-080450;080450;HS;Goods;C;"Fruit, edible; guavas, mangoes and mangosteens, fresh or dried";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0068;G-LVL03-IDX-0602;HS-C-080510;080510;HS;Goods;C;"Fruit, edible; oranges, fresh or dried";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0068;G-LVL03-IDX-0603;HS-C-080520;080520;HS;Goods;C;"Fruit, edible; mandarins (including tangerines and satsumas), clementines, wilkings and similar citrus hybrids, fresh or dried";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0068;G-LVL03-IDX-0604;HS-C-080521;080521;HS;Goods;C;"Fruit, edible; mandarins (including tangerines and satsumas), fresh or dried";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0068;G-LVL03-IDX-0605;HS-C-080522;080522;HS;Goods;C;"Fruit, edible; clementines, fresh or dried";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0068;G-LVL03-IDX-0606;HS-C-080529;080529;HS;Goods;C;"Fruit, edible; tangelos, wilkings and similar citrus hybrid, fresh or dried";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0068;G-LVL03-IDX-0607;HS-C-080530;080530;HS;Goods;C;Lemons and limes, fresh or dried;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0068;G-LVL03-IDX-0608;HS-C-080540;080540;HS;Goods;C;"Fruit, edible; grapefruit and pomelos, fresh or dried";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0068;G-LVL03-IDX-0609;HS-C-080550;080550;HS;Goods;C;"Fruit, edible; lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia, Citrus latifolia), fresh or dried";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0068;G-LVL03-IDX-0610;HS-C-080590;080590;HS;Goods;C;"Fruit, edible; citrus fruit n.e.c. in heading no. 0805, fresh or dried";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0069;G-LVL03-IDX-0611;HS-C-080610;080610;HS;Goods;C;"Fruit, edible; grapes, fresh";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0069;G-LVL03-IDX-0612;HS-C-080620;080620;HS;Goods;C;"Fruit, edible; grapes, dried";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0070;G-LVL03-IDX-0613;HS-C-080710;080710;HS;Goods;C;Melons (including watermelons), fresh;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0070;G-LVL03-IDX-0614;HS-C-080711;080711;HS;Goods;C;"Fruit, edible; watermelons, fresh";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0070;G-LVL03-IDX-0615;HS-C-080719;080719;HS;Goods;C;"Fruit, edible; melons, other than watermelons, fresh";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0070;G-LVL03-IDX-0616;HS-C-080720;080720;HS;Goods;C;"Fruit, edible; papaws (papayas), fresh";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0071;G-LVL03-IDX-0617;HS-C-080810;080810;HS;Goods;C;"Fruit, edible; apples, fresh";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0071;G-LVL03-IDX-0618;HS-C-080820;080820;HS;Goods;C;Pears & quinces, fresh;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0071;G-LVL03-IDX-0619;HS-C-080830;080830;HS;Goods;C;"Fruit, edible; pears, fresh";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0071;G-LVL03-IDX-0620;HS-C-080840;080840;HS;Goods;C;"Fruit, edible; quinces, fresh";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0072;G-LVL03-IDX-0621;HS-C-080910;080910;HS;Goods;C;"Fruit, edible; apricots, fresh";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0072;G-LVL03-IDX-0622;HS-C-080920;080920;HS;Goods;C;Cherries, fresh;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0072;G-LVL03-IDX-0623;HS-C-080921;080921;HS;Goods;C;"Fruit, edible; sour cherries (Prunus cerasus), fresh";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0072;G-LVL03-IDX-0624;HS-C-080929;080929;HS;Goods;C;"Fruit, edible; cherries, other than sour cherries (Prunus cerasus), fresh";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0072;G-LVL03-IDX-0625;HS-C-080930;080930;HS;Goods;C;"Fruit, edible; peaches, including nectarines, fresh";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0072;G-LVL03-IDX-0626;HS-C-080940;080940;HS;Goods;C;"Fruit, edible; plums and sloes, fresh";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0073;G-LVL03-IDX-0627;HS-C-081010;081010;HS;Goods;C;"Fruit, edible; strawberries, fresh";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0073;G-LVL03-IDX-0628;HS-C-081020;081020;HS;Goods;C;"Fruit, edible; raspberries, blackberries, mulberries, and loganberries, fresh";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0073;G-LVL03-IDX-0629;HS-C-081030;081030;HS;Goods;C;"Fruit, edible; black, white or red currants and gooseberries, fresh";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0073;G-LVL03-IDX-0630;HS-C-081040;081040;HS;Goods;C;"Fruit, edible; cranberries, bilberries and other fruits of the genus vaccinium, fresh";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0073;G-LVL03-IDX-0631;HS-C-081050;081050;HS;Goods;C;"Fruit, edible; kiwifruit, fresh";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0073;G-LVL03-IDX-0632;HS-C-081060;081060;HS;Goods;C;"Fruit, edible; durians, fresh";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0073;G-LVL03-IDX-0633;HS-C-081070;081070;HS;Goods;C;"Fruit, edible; persimmons, fresh";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0073;G-LVL03-IDX-0634;HS-C-081090;081090;HS;Goods;C;"Fruit, edible; fruits n.e.c. in heading no. 0801 to 0810, fresh";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0074;G-LVL03-IDX-0635;HS-C-081110;081110;HS;Goods;C;"Fruit, edible; strawberries, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0074;G-LVL03-IDX-0636;HS-C-081120;081120;HS;Goods;C;"Fruit, edible; raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries, uncooked or cooked, whether or not containing added sugar or other sweetening matter";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0074;G-LVL03-IDX-0637;HS-C-081190;081190;HS;Goods;C;"Fruit, edible; fruit and nuts n.e.c. in heading no. 0811, uncooked or cooked, frozen whether or not containing added sugar or other sweetening matter";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0075;G-LVL03-IDX-0638;HS-C-081210;081210;HS;Goods;C;"Fruit, edible; cherries, provisionally preserved, but unsuitable in that state for immediate consumption";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0075;G-LVL03-IDX-0639;HS-C-081220;081220;HS;Goods;C;Strawberries provisionally preserved;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0075;G-LVL03-IDX-0640;HS-C-081290;081290;HS;Goods;C;"Fruit, edible; fruit and nuts n.e.c. in heading no. 0812, provisionally preserved, but unsuitable in that state for immediate consumption";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0076;G-LVL03-IDX-0641;HS-C-081310;081310;HS;Goods;C;"Fruit, edible; apricots, dried";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0076;G-LVL03-IDX-0642;HS-C-081320;081320;HS;Goods;C;"Fruit, edible; prunes, dried";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0076;G-LVL03-IDX-0643;HS-C-081330;081330;HS;Goods;C;"Fruit, edible; apples, dried";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0076;G-LVL03-IDX-0644;HS-C-081340;081340;HS;Goods;C;"Fruit, edible; fruit n.e.c. in heading no. 0812, dried";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0076;G-LVL03-IDX-0645;HS-C-081350;081350;HS;Goods;C;"Nuts, edible; mixtures of nuts or dried fruits of chapter 08";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0077;G-LVL03-IDX-0646;HS-C-081400;081400;HS;Goods;C;"Peel; of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water and other preservative solutions";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0078;G-LVL03-IDX-0647;HS-C-090111;090111;HS;Goods;C;"Coffee; not roasted or decaffeinated";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0078;G-LVL03-IDX-0648;HS-C-090112;090112;HS;Goods;C;"Coffee; decaffeinated, not roasted";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0078;G-LVL03-IDX-0649;HS-C-090121;090121;HS;Goods;C;"Coffee; roasted, not decaffeinated";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0078;G-LVL03-IDX-0650;HS-C-090122;090122;HS;Goods;C;"Coffee; roasted, decaffeinated";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0078;G-LVL03-IDX-0651;HS-C-090130;090130;HS;Goods;C;Coffee husks and skins;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0078;G-LVL03-IDX-0652;HS-C-090140;090140;HS;Goods;C;Coffee substitutes containing coffee;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0078;G-LVL03-IDX-0653;HS-C-090190;090190;HS;Goods;C;"Coffee; husks and skins, coffee substitutes containing coffee in any proportion";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0079;G-LVL03-IDX-0654;HS-C-090210;090210;HS;Goods;C;"Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0079;G-LVL03-IDX-0655;HS-C-090220;090220;HS;Goods;C;"Tea, green; (not fermented), in immediate packings of a content exceeding 3kg";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0079;G-LVL03-IDX-0656;HS-C-090230;090230;HS;Goods;C;"Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0079;G-LVL03-IDX-0657;HS-C-090240;090240;HS;Goods;C;"Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0080;G-LVL03-IDX-0658;HS-C-090300;090300;HS;Goods;C;Mate;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0081;G-LVL03-IDX-0659;HS-C-090411;090411;HS;Goods;C;"Spices; pepper (of the genus piper), neither crushed nor ground";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0081;G-LVL03-IDX-0660;HS-C-090412;090412;HS;Goods;C;"Spices; pepper (of the genus piper), crushed or ground";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0081;G-LVL03-IDX-0661;HS-C-090420;090420;HS;Goods;C;Fruits of the genera Capsicum/Pimenta, dried/crushed/ground;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0081;G-LVL03-IDX-0662;HS-C-090421;090421;HS;Goods;C;"Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0081;G-LVL03-IDX-0663;HS-C-090422;090422;HS;Goods;C;"Spices; fruits of the genus Capsicum or Pimenta, crushed or ground";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0082;G-LVL03-IDX-0664;HS-C-090500;090500;HS;Goods;C;Vanilla;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0082;G-LVL03-IDX-0665;HS-C-090510;090510;HS;Goods;C;"Spices; vanilla, neither crushed nor ground";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0082;G-LVL03-IDX-0666;HS-C-090520;090520;HS;Goods;C;"Spices; vanilla, crushed or ground";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0083;G-LVL03-IDX-0667;HS-C-090610;090610;HS;Goods;C;Cinnamon and cinnamon-tree flowers whole;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0083;G-LVL03-IDX-0668;HS-C-090611;090611;HS;Goods;C;"Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0083;G-LVL03-IDX-0669;HS-C-090619;090619;HS;Goods;C;"Spices; cinnamon and cinnamon-tree flowers, other than cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0083;G-LVL03-IDX-0670;HS-C-090620;090620;HS;Goods;C;"Spices; cinnamon and cinnamon-tree flowers, crushed or ground";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0084;G-LVL03-IDX-0671;HS-C-090700;090700;HS;Goods;C;Cloves (whole fruit, cloves & stems);2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0084;G-LVL03-IDX-0672;HS-C-090710;090710;HS;Goods;C;"Spices; cloves (whole fruit, cloves and stems), neither crushed nor ground";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0084;G-LVL03-IDX-0673;HS-C-090720;090720;HS;Goods;C;"Spices; cloves (whole fruit, cloves and stems), crushed or ground";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0085;G-LVL03-IDX-0674;HS-C-090810;090810;HS;Goods;C;Nutmeg;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0085;G-LVL03-IDX-0675;HS-C-090811;090811;HS;Goods;C;"Spices; nutmeg, neither crushed nor ground";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0085;G-LVL03-IDX-0676;HS-C-090812;090812;HS;Goods;C;"Spices; nutmeg, crushed or ground";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0085;G-LVL03-IDX-0677;HS-C-090820;090820;HS;Goods;C;Mace;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0085;G-LVL03-IDX-0678;HS-C-090821;090821;HS;Goods;C;"Spices; mace, neither crushed nor ground";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0085;G-LVL03-IDX-0679;HS-C-090822;090822;HS;Goods;C;"Spices; mace, crushed or ground";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0085;G-LVL03-IDX-0680;HS-C-090830;090830;HS;Goods;C;Cardamoms;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0085;G-LVL03-IDX-0681;HS-C-090831;090831;HS;Goods;C;"Spices; cardamoms, neither crushed nor ground";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0085;G-LVL03-IDX-0682;HS-C-090832;090832;HS;Goods;C;"Spices; cardamoms, crushed or ground";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0086;G-LVL03-IDX-0683;HS-C-090910;090910;HS;Goods;C;Seeds of anise/badian;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0086;G-LVL03-IDX-0684;HS-C-090920;090920;HS;Goods;C;Seeds of coriander;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0086;G-LVL03-IDX-0685;HS-C-090921;090921;HS;Goods;C;"Spices; coriander seeds, neither crushed nor ground";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0086;G-LVL03-IDX-0686;HS-C-090922;090922;HS;Goods;C;"Spices; coriander seeds, crushed or ground";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0086;G-LVL03-IDX-0687;HS-C-090930;090930;HS;Goods;C;Seeds of cumin;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0086;G-LVL03-IDX-0688;HS-C-090931;090931;HS;Goods;C;"Spices; cumin seeds, neither crushed nor ground";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0086;G-LVL03-IDX-0689;HS-C-090932;090932;HS;Goods;C;"Spices; cumin seeds, crushed or ground";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0086;G-LVL03-IDX-0690;HS-C-090940;090940;HS;Goods;C;Seeds of caraway;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0086;G-LVL03-IDX-0691;HS-C-090950;090950;HS;Goods;C;"Seeds of fennel; juniper berries";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0086;G-LVL03-IDX-0692;HS-C-090961;090961;HS;Goods;C;"Spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0086;G-LVL03-IDX-0693;HS-C-090962;090962;HS;Goods;C;"Spices; seeds of anise, badian, caraway or fennel; juniper berries, crushed or ground";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0087;G-LVL03-IDX-0694;HS-C-091010;091010;HS;Goods;C;Ginger;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0087;G-LVL03-IDX-0695;HS-C-091011;091011;HS;Goods;C;"Spices; ginger, neither crushed nor ground";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0087;G-LVL03-IDX-0696;HS-C-091012;091012;HS;Goods;C;"Spices; ginger, crushed or ground";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0087;G-LVL03-IDX-0697;HS-C-091020;091020;HS;Goods;C;"Spices; saffron";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0087;G-LVL03-IDX-0698;HS-C-091030;091030;HS;Goods;C;"Spices; turmeric (curcuma)";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0087;G-LVL03-IDX-0699;HS-C-091040;091040;HS;Goods;C;Thyme and bay leaves;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0087;G-LVL03-IDX-0700;HS-C-091050;091050;HS;Goods;C;Curry;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0087;G-LVL03-IDX-0701;HS-C-091091;091091;HS;Goods;C;"Spices; mixtures of 2 or more products of different headings";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0087;G-LVL03-IDX-0702;HS-C-091099;091099;HS;Goods;C;"Spices; n.e.c. in heading no. 0910";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0088;G-LVL03-IDX-0703;HS-C-100110;100110;HS;Goods;C;Durum wheat;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0088;G-LVL03-IDX-0704;HS-C-100111;100111;HS;Goods;C;"Cereals; wheat and meslin, durum wheat, seed";2023-06-27 13:59:10;Eastern Standard Time
