pk;pk_l1;pk_l2;pk_l3;un_pk_l0;un_pk_l1;un_pk_l2;un_pk_l3;un_code_l1;un_code_l2;un_code_l3;classificationDesc;classificationType;typeCode;desc_l1;desc_l2;desc_l3
S-LVL01-IDX-0038;S-LVL01-IDX-0038;;;EBOPS 2010-S-7;EBOPS 2010-S-7.1;;;7.1;;;EBOPS 2010;Services;S;Explicitly charged and other financial services;;
S-LVL01-IDX-0039;S-LVL01-IDX-0039;;;EBOPS 2010-S-7;EBOPS 2010-S-7.2;;;7.2;;;EBOPS 2010;Services;S;Financial intermediation services indirectly measured (FISIM);;
S-LVL01-IDX-0040;S-LVL01-IDX-0040;;;EBOPS 2010-S-8;EBOPS 2010-S-8.1;;;8.1;;;EBOPS 2010;Services;S;Franchises and trademarks licensing fees;;
S-LVL01-IDX-0041;S-LVL01-IDX-0041;;;EBOPS 2010-S-8;EBOPS 2010-S-8.2;;;8.2;;;EBOPS 2010;Services;S;Licences for the use of outcomes of research and development;;
S-LVL01-IDX-0042;S-LVL01-IDX-0042;;;EBOPS 2010-S-8;EBOPS 2010-S-8.3;;;8.3;;;EBOPS 2010;Services;S;Licences to reproduce and/or distribute computer software;;
S-LVL01-IDX-0043-S-LVL02-IDX-0048;S-LVL01-IDX-0043;S-LVL02-IDX-0048;;EBOPS 2010-S-8;EBOPS 2010-S-8.4;EBOPS 2010-S-8.4.1;;8.4;8.4.1;;EBOPS 2010;Services;S;Licences to reproduce and/or distribute audio-visual and related products;Licences to reproduce and/or distribute audio-visual products;
S-LVL01-IDX-0043-S-LVL02-IDX-0049;S-LVL01-IDX-0043;S-LVL02-IDX-0049;;EBOPS 2010-S-8;EBOPS 2010-S-8.4;EBOPS 2010-S-8.4.2;;8.4;8.4.2;;EBOPS 2010;Services;S;Licences to reproduce and/or distribute audio-visual and related products;Licences to reproduce and/or distribute other products;
S-LVL01-IDX-0044;S-LVL01-IDX-0044;;;EBOPS 2010-S-9;EBOPS 2010-S-9.1;;;9.1;;;EBOPS 2010;Services;S;Telecommunications services;;
S-LVL01-IDX-0045-S-LVL02-IDX-0050-S-LVL03-IDX-0027;S-LVL01-IDX-0045;S-LVL02-IDX-0050;S-LVL03-IDX-0027;EBOPS 2010-S-9;EBOPS 2010-S-9.2;EBOPS 2010-S-9.2.1;EBOPS 2010-S-9.2.1.a;9.2;9.2.1;9.2.1.a;EBOPS 2010;Services;S;Computer services;Computer software;Of which: Software originals
S-LVL01-IDX-0045-S-LVL02-IDX-0051;S-LVL01-IDX-0045;S-LVL02-IDX-0051;;EBOPS 2010-S-9;EBOPS 2010-S-9.2;EBOPS 2010-S-9.2.2;;9.2;9.2.2;;EBOPS 2010;Services;S;Computer services;Other computer services;
S-LVL01-IDX-0046-S-LVL02-IDX-0052;S-LVL01-IDX-0046;S-LVL02-IDX-0052;;EBOPS 2010-S-9;EBOPS 2010-S-9.3;EBOPS 2010-S-9.3.1;;9.3;9.3.1;;EBOPS 2010;Services;S;Information services;News agency services;
S-LVL01-IDX-0046-S-LVL02-IDX-0053;S-LVL01-IDX-0046;S-LVL02-IDX-0053;;EBOPS 2010-S-9;EBOPS 2010-S-9.3;EBOPS 2010-S-9.3.2;;9.3;9.3.2;;EBOPS 2010;Services;S;Information services;Other information services;
G-LVL01-IDX-0000-G-LVL02-IDX-0000-G-LVL03-IDX-0000;G-LVL01-IDX-0000;G-LVL02-IDX-0000;G-LVL03-IDX-0000;HS-C-TOTAL;HS-C-01;HS-C-0101;HS-C-010110;01;0101;010110;HS;Goods;C;"Animals; live";"Horses, asses, mules and hinnies; live";Live horses/asses/mules/hinnies: pure-bred breeding animals
G-LVL01-IDX-0000-G-LVL02-IDX-0000-G-LVL03-IDX-0001;G-LVL01-IDX-0000;G-LVL02-IDX-0000;G-LVL03-IDX-0001;HS-C-TOTAL;HS-C-01;HS-C-0101;HS-C-010111;01;0101;010111;HS;Goods;C;"Animals; live";"Horses, asses, mules and hinnies; live";Horses, live pure-bred breeding
G-LVL01-IDX-0000-G-LVL02-IDX-0000-G-LVL03-IDX-0002;G-LVL01-IDX-0000;G-LVL02-IDX-0000;G-LVL03-IDX-0002;HS-C-TOTAL;HS-C-01;HS-C-0101;HS-C-010119;01;0101;010119;HS;Goods;C;"Animals; live";"Horses, asses, mules and hinnies; live";Horses, live except pure-bred breeding
G-LVL01-IDX-0000-G-LVL02-IDX-0000-G-LVL03-IDX-0003;G-LVL01-IDX-0000;G-LVL02-IDX-0000;G-LVL03-IDX-0003;HS-C-TOTAL;HS-C-01;HS-C-0101;HS-C-010120;01;0101;010120;HS;Goods;C;"Animals; live";"Horses, asses, mules and hinnies; live";Asses, mules and hinnies, live
G-LVL01-IDX-0000-G-LVL02-IDX-0000-G-LVL03-IDX-0004;G-LVL01-IDX-0000;G-LVL02-IDX-0000;G-LVL03-IDX-0004;HS-C-TOTAL;HS-C-01;HS-C-0101;HS-C-010121;01;0101;010121;HS;Goods;C;"Animals; live";"Horses, asses, mules and hinnies; live";"Horses; live, pure-bred breeding animals"
G-LVL01-IDX-0000-G-LVL02-IDX-0000-G-LVL03-IDX-0005;G-LVL01-IDX-0000;G-LVL02-IDX-0000;G-LVL03-IDX-0005;HS-C-TOTAL;HS-C-01;HS-C-0101;HS-C-010129;01;0101;010129;HS;Goods;C;"Animals; live";"Horses, asses, mules and hinnies; live";"Horses; live, other than pure-bred breeding animals"
G-LVL01-IDX-0000-G-LVL02-IDX-0000-G-LVL03-IDX-0006;G-LVL01-IDX-0000;G-LVL02-IDX-0000;G-LVL03-IDX-0006;HS-C-TOTAL;HS-C-01;HS-C-0101;HS-C-010130;01;0101;010130;HS;Goods;C;"Animals; live";"Horses, asses, mules and hinnies; live";"Asses; live"
G-LVL01-IDX-0000-G-LVL02-IDX-0000-G-LVL03-IDX-0007;G-LVL01-IDX-0000;G-LVL02-IDX-0000;G-LVL03-IDX-0007;HS-C-TOTAL;HS-C-01;HS-C-0101;HS-C-010190;01;0101;010190;HS;Goods;C;"Animals; live";"Horses, asses, mules and hinnies; live";"Mules and hinnies; live"
G-LVL01-IDX-0000-G-LVL02-IDX-0001-G-LVL03-IDX-0008;G-LVL01-IDX-0000;G-LVL02-IDX-0001;G-LVL03-IDX-0008;HS-C-TOTAL;HS-C-01;HS-C-0102;HS-C-010210;01;0102;010210;HS;Goods;C;"Animals; live";"Bovine animals; live";Live bovine animals: pure-bred breeding animals
G-LVL01-IDX-0000-G-LVL02-IDX-0001-G-LVL03-IDX-0009;G-LVL01-IDX-0000;G-LVL02-IDX-0001;G-LVL03-IDX-0009;HS-C-TOTAL;HS-C-01;HS-C-0102;HS-C-010221;01;0102;010221;HS;Goods;C;"Animals; live";"Bovine animals; live";"Cattle; live, pure-bred breeding animals"
G-LVL01-IDX-0000-G-LVL02-IDX-0001-G-LVL03-IDX-0010;G-LVL01-IDX-0000;G-LVL02-IDX-0001;G-LVL03-IDX-0010;HS-C-TOTAL;HS-C-01;HS-C-0102;HS-C-010229;01;0102;010229;HS;Goods;C;"Animals; live";"Bovine animals; live";"Cattle; live, other than pure-bred breeding animals"
G-LVL01-IDX-0000-G-LVL02-IDX-0001-G-LVL03-IDX-0011;G-LVL01-IDX-0000;G-LVL02-IDX-0001;G-LVL03-IDX-0011;HS-C-TOTAL;HS-C-01;HS-C-0102;HS-C-010231;01;0102;010231;HS;Goods;C;"Animals; live";"Bovine animals; live";"Buffalo; live, pure-bred breeding animals"
G-LVL01-IDX-0000-G-LVL02-IDX-0001-G-LVL03-IDX-0012;G-LVL01-IDX-0000;G-LVL02-IDX-0001;G-LVL03-IDX-0012;HS-C-TOTAL;HS-C-01;HS-C-0102;HS-C-010239;01;0102;010239;HS;Goods;C;"Animals; live";"Bovine animals; live";"Buffalo; live, other than pure-bred breeding animals"
G-LVL01-IDX-0000-G-LVL02-IDX-0001-G-LVL03-IDX-0013;G-LVL01-IDX-0000;G-LVL02-IDX-0001;G-LVL03-IDX-0013;HS-C-TOTAL;HS-C-01;HS-C-0102;HS-C-010290;01;0102;010290;HS;Goods;C;"Animals; live";"Bovine animals; live";"Bovine animals; live, other than cattle and buffalo"
G-LVL01-IDX-0000-G-LVL02-IDX-0002-G-LVL03-IDX-0014;G-LVL01-IDX-0000;G-LVL02-IDX-0002;G-LVL03-IDX-0014;HS-C-TOTAL;HS-C-01;HS-C-0103;HS-C-010310;01;0103;010310;HS;Goods;C;"Animals; live";"Swine; live";"Swine; live, pure-bred breeding animals"
G-LVL01-IDX-0000-G-LVL02-IDX-0002-G-LVL03-IDX-0015;G-LVL01-IDX-0000;G-LVL02-IDX-0002;G-LVL03-IDX-0015;HS-C-TOTAL;HS-C-01;HS-C-0103;HS-C-010391;01;0103;010391;HS;Goods;C;"Animals; live";"Swine; live";"Swine; live, other than pure-bred breeding animals, weighing less than 50kg"
G-LVL01-IDX-0000-G-LVL02-IDX-0002-G-LVL03-IDX-0016;G-LVL01-IDX-0000;G-LVL02-IDX-0002;G-LVL03-IDX-0016;HS-C-TOTAL;HS-C-01;HS-C-0103;HS-C-010392;01;0103;010392;HS;Goods;C;"Animals; live";"Swine; live";"Swine; live, other than pure-bred breeding animals, weighing 50kg or more"
G-LVL01-IDX-0000-G-LVL02-IDX-0003-G-LVL03-IDX-0017;G-LVL01-IDX-0000;G-LVL02-IDX-0003;G-LVL03-IDX-0017;HS-C-TOTAL;HS-C-01;HS-C-0104;HS-C-010410;01;0104;010410;HS;Goods;C;"Animals; live";"Sheep and goats; live";"Sheep; live"
G-LVL01-IDX-0000-G-LVL02-IDX-0003-G-LVL03-IDX-0018;G-LVL01-IDX-0000;G-LVL02-IDX-0003;G-LVL03-IDX-0018;HS-C-TOTAL;HS-C-01;HS-C-0104;HS-C-010420;01;0104;010420;HS;Goods;C;"Animals; live";"Sheep and goats; live";"Goats; live"
G-LVL01-IDX-0000-G-LVL02-IDX-0004-G-LVL03-IDX-0019;G-LVL01-IDX-0000;G-LVL02-IDX-0004;G-LVL03-IDX-0019;HS-C-TOTAL;HS-C-01;HS-C-0105;HS-C-010511;01;0105;010511;HS;Goods;C;"Animals; live";"Poultry; live, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls";"Poultry; live, fowls of the species Gallus domesticus, weighing not more than 185g"
G-LVL01-IDX-0000-G-LVL02-IDX-0004-G-LVL03-IDX-0020;G-LVL01-IDX-0000;G-LVL02-IDX-0004;G-LVL03-IDX-0020;HS-C-TOTAL;HS-C-01;HS-C-0105;HS-C-010512;01;0105;010512;HS;Goods;C;"Animals; live";"Poultry; live, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls";"Poultry; live, turkeys, weighing not more than 185g"
G-LVL01-IDX-0000-G-LVL02-IDX-0004-G-LVL03-IDX-0021;G-LVL01-IDX-0000;G-LVL02-IDX-0004;G-LVL03-IDX-0021;HS-C-TOTAL;HS-C-01;HS-C-0105;HS-C-010513;01;0105;010513;HS;Goods;C;"Animals; live";"Poultry; live, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls";"Poultry; live, ducks, weighing not more than 185g"
G-LVL01-IDX-0000-G-LVL02-IDX-0004-G-LVL03-IDX-0022;G-LVL01-IDX-0000;G-LVL02-IDX-0004;G-LVL03-IDX-0022;HS-C-TOTAL;HS-C-01;HS-C-0105;HS-C-010514;01;0105;010514;HS;Goods;C;"Animals; live";"Poultry; live, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls";"Poultry; live, geese, weighing not more than 185g"
G-LVL01-IDX-0000-G-LVL02-IDX-0004-G-LVL03-IDX-0023;G-LVL01-IDX-0000;G-LVL02-IDX-0004;G-LVL03-IDX-0023;HS-C-TOTAL;HS-C-01;HS-C-0105;HS-C-010515;01;0105;010515;HS;Goods;C;"Animals; live";"Poultry; live, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls";"Poultry; live, guinea fowls, weighing not more than 185g"
G-LVL01-IDX-0000-G-LVL02-IDX-0004-G-LVL03-IDX-0024;G-LVL01-IDX-0000;G-LVL02-IDX-0004;G-LVL03-IDX-0024;HS-C-TOTAL;HS-C-01;HS-C-0105;HS-C-010519;01;0105;010519;HS;Goods;C;"Animals; live";"Poultry; live, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls";Live ducks/geese/guinea fowls, weighing not >185g
G-LVL01-IDX-0000-G-LVL02-IDX-0004-G-LVL03-IDX-0025;G-LVL01-IDX-0000;G-LVL02-IDX-0004;G-LVL03-IDX-0025;HS-C-TOTAL;HS-C-01;HS-C-0105;HS-C-010591;01;0105;010591;HS;Goods;C;"Animals; live";"Poultry; live, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls";Fowls, live domestic > 185 grams
G-LVL01-IDX-0000-G-LVL02-IDX-0004-G-LVL03-IDX-0026;G-LVL01-IDX-0000;G-LVL02-IDX-0004;G-LVL03-IDX-0026;HS-C-TOTAL;HS-C-01;HS-C-0105;HS-C-010592;01;0105;010592;HS;Goods;C;"Animals; live";"Poultry; live, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls";Fowls, domestic, live we
G-LVL01-IDX-0000-G-LVL02-IDX-0004-G-LVL03-IDX-0027;G-LVL01-IDX-0000;G-LVL02-IDX-0004;G-LVL03-IDX-0027;HS-C-TOTAL;HS-C-01;HS-C-0105;HS-C-010593;01;0105;010593;HS;Goods;C;"Animals; live";"Poultry; live, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls";Fowls, domestic, live we
G-LVL01-IDX-0000-G-LVL02-IDX-0004-G-LVL03-IDX-0028;G-LVL01-IDX-0000;G-LVL02-IDX-0004;G-LVL03-IDX-0028;HS-C-TOTAL;HS-C-01;HS-C-0105;HS-C-010594;01;0105;010594;HS;Goods;C;"Animals; live";"Poultry; live, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls";"Poultry; live, fowls of the species Gallus domesticus, weighing more than 185g"
G-LVL01-IDX-0000-G-LVL02-IDX-0004-G-LVL03-IDX-0029;G-LVL01-IDX-0000;G-LVL02-IDX-0004;G-LVL03-IDX-0029;HS-C-TOTAL;HS-C-01;HS-C-0105;HS-C-010599;01;0105;010599;HS;Goods;C;"Animals; live";"Poultry; live, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls";"Poultry; live, ducks, geese, turkeys and guinea fowls, weighing more than 185g"
G-LVL01-IDX-0000-G-LVL02-IDX-0005-G-LVL03-IDX-0030;G-LVL01-IDX-0000;G-LVL02-IDX-0005;G-LVL03-IDX-0030;HS-C-TOTAL;HS-C-01;HS-C-0106;HS-C-010600;01;0106;010600;HS;Goods;C;"Animals; live";"Animals; live, n.e.c. in chapter 01";Animals, live, except farm animals
G-LVL01-IDX-0000-G-LVL02-IDX-0005-G-LVL03-IDX-0031;G-LVL01-IDX-0000;G-LVL02-IDX-0005;G-LVL03-IDX-0031;HS-C-TOTAL;HS-C-01;HS-C-0106;HS-C-010611;01;0106;010611;HS;Goods;C;"Animals; live";"Animals; live, n.e.c. in chapter 01";"Mammals; live, primates"
G-LVL01-IDX-0000-G-LVL02-IDX-0005-G-LVL03-IDX-0032;G-LVL01-IDX-0000;G-LVL02-IDX-0005;G-LVL03-IDX-0032;HS-C-TOTAL;HS-C-01;HS-C-0106;HS-C-010612;01;0106;010612;HS;Goods;C;"Animals; live";"Animals; live, n.e.c. in chapter 01";"Mammals; live, whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of the order Sirenia); seals, sea lions and walruses (mammals of the suborder Pinnipedia)"
G-LVL01-IDX-0000-G-LVL02-IDX-0005-G-LVL03-IDX-0033;G-LVL01-IDX-0000;G-LVL02-IDX-0005;G-LVL03-IDX-0033;HS-C-TOTAL;HS-C-01;HS-C-0106;HS-C-010613;01;0106;010613;HS;Goods;C;"Animals; live";"Animals; live, n.e.c. in chapter 01";"Mammals; live, camels and other camelids (Camelidae)"
G-LVL01-IDX-0000-G-LVL02-IDX-0005-G-LVL03-IDX-0034;G-LVL01-IDX-0000;G-LVL02-IDX-0005;G-LVL03-IDX-0034;HS-C-TOTAL;HS-C-01;HS-C-0106;HS-C-010614;01;0106;010614;HS;Goods;C;"Animals; live";"Animals; live, n.e.c. in chapter 01";"Mammals; live, rabbits and hares"
G-LVL01-IDX-0000-G-LVL02-IDX-0005-G-LVL03-IDX-0035;G-LVL01-IDX-0000;G-LVL02-IDX-0005;G-LVL03-IDX-0035;HS-C-TOTAL;HS-C-01;HS-C-0106;HS-C-010619;01;0106;010619;HS;Goods;C;"Animals; live";"Animals; live, n.e.c. in chapter 01";"Mammals; live, other than primates, whales, dolphins, porpoises (mammals of the order Cetacea); manatees, dugongs (mammals of the order Sirenia); seals, sea lions, walruses (mammals of the suborder Pinnipedia), camels, other camelids, rabbits and hares"
G-LVL01-IDX-0000-G-LVL02-IDX-0005-G-LVL03-IDX-0036;G-LVL01-IDX-0000;G-LVL02-IDX-0005;G-LVL03-IDX-0036;HS-C-TOTAL;HS-C-01;HS-C-0106;HS-C-010620;01;0106;010620;HS;Goods;C;"Animals; live";"Animals; live, n.e.c. in chapter 01";"Reptiles; live (including snakes and turtles)"
G-LVL01-IDX-0000-G-LVL02-IDX-0005-G-LVL03-IDX-0037;G-LVL01-IDX-0000;G-LVL02-IDX-0005;G-LVL03-IDX-0037;HS-C-TOTAL;HS-C-01;HS-C-0106;HS-C-010631;01;0106;010631;HS;Goods;C;"Animals; live";"Animals; live, n.e.c. in chapter 01";"Birds; live, birds of prey"
G-LVL01-IDX-0000-G-LVL02-IDX-0005-G-LVL03-IDX-0038;G-LVL01-IDX-0000;G-LVL02-IDX-0005;G-LVL03-IDX-0038;HS-C-TOTAL;HS-C-01;HS-C-0106;HS-C-010632;01;0106;010632;HS;Goods;C;"Animals; live";"Animals; live, n.e.c. in chapter 01";"Birds; live, Psittaciformes"
G-LVL01-IDX-0000-G-LVL02-IDX-0005-G-LVL03-IDX-0039;G-LVL01-IDX-0000;G-LVL02-IDX-0005;G-LVL03-IDX-0039;HS-C-TOTAL;HS-C-01;HS-C-0106;HS-C-010633;01;0106;010633;HS;Goods;C;"Animals; live";"Animals; live, n.e.c. in chapter 01";"Birds; live, ostriches; emus (Dromaius novaehollandiae)"
G-LVL01-IDX-0000-G-LVL02-IDX-0005-G-LVL03-IDX-0040;G-LVL01-IDX-0000;G-LVL02-IDX-0005;G-LVL03-IDX-0040;HS-C-TOTAL;HS-C-01;HS-C-0106;HS-C-010639;01;0106;010639;HS;Goods;C;"Animals; live";"Animals; live, n.e.c. in chapter 01";"Birds; live, other than birds of prey, Psittaciformes, ostriches and emus (Dromaius novaehollandiae)"
G-LVL01-IDX-0000-G-LVL02-IDX-0005-G-LVL03-IDX-0041;G-LVL01-IDX-0000;G-LVL02-IDX-0005;G-LVL03-IDX-0041;HS-C-TOTAL;HS-C-01;HS-C-0106;HS-C-010641;01;0106;010641;HS;Goods;C;"Animals; live";"Animals; live, n.e.c. in chapter 01";"Insects; live, bees"
G-LVL01-IDX-0000-G-LVL02-IDX-0005-G-LVL03-IDX-0042;G-LVL01-IDX-0000;G-LVL02-IDX-0005;G-LVL03-IDX-0042;HS-C-TOTAL;HS-C-01;HS-C-0106;HS-C-010649;01;0106;010649;HS;Goods;C;"Animals; live";"Animals; live, n.e.c. in chapter 01";"Insects; live, other than bees"
G-LVL01-IDX-0000-G-LVL02-IDX-0005-G-LVL03-IDX-0043;G-LVL01-IDX-0000;G-LVL02-IDX-0005;G-LVL03-IDX-0043;HS-C-TOTAL;HS-C-01;HS-C-0106;HS-C-010690;01;0106;010690;HS;Goods;C;"Animals; live";"Animals; live, n.e.c. in chapter 01";"Animals; live, n.e.c. in chapter 01, other than mammals, reptiles, birds and insects"
G-LVL01-IDX-0001-G-LVL02-IDX-0006-G-LVL03-IDX-0044;G-LVL01-IDX-0001;G-LVL02-IDX-0006;G-LVL03-IDX-0044;HS-C-TOTAL;HS-C-02;HS-C-0201;HS-C-020110;02;0201;020110;HS;Goods;C;Meat and edible meat offal;"Meat of bovine animals; fresh or chilled";"Meat; of bovine animals, carcasses and half-carcasses, fresh or chilled"
G-LVL01-IDX-0001-G-LVL02-IDX-0006-G-LVL03-IDX-0045;G-LVL01-IDX-0001;G-LVL02-IDX-0006;G-LVL03-IDX-0045;HS-C-TOTAL;HS-C-02;HS-C-0201;HS-C-020120;02;0201;020120;HS;Goods;C;Meat and edible meat offal;"Meat of bovine animals; fresh or chilled";"Meat; of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), fresh or chilled"
G-LVL01-IDX-0001-G-LVL02-IDX-0006-G-LVL03-IDX-0046;G-LVL01-IDX-0001;G-LVL02-IDX-0006;G-LVL03-IDX-0046;HS-C-TOTAL;HS-C-02;HS-C-0201;HS-C-020130;02;0201;020130;HS;Goods;C;Meat and edible meat offal;"Meat of bovine animals; fresh or chilled";"Meat; of bovine animals, boneless cuts, fresh or chilled"
G-LVL01-IDX-0001-G-LVL02-IDX-0007-G-LVL03-IDX-0047;G-LVL01-IDX-0001;G-LVL02-IDX-0007;G-LVL03-IDX-0047;HS-C-TOTAL;HS-C-02;HS-C-0202;HS-C-020210;02;0202;020210;HS;Goods;C;Meat and edible meat offal;"Meat of bovine animals; frozen";"Meat; of bovine animals, carcasses and half-carcasses, frozen"
G-LVL01-IDX-0001-G-LVL02-IDX-0007-G-LVL03-IDX-0048;G-LVL01-IDX-0001;G-LVL02-IDX-0007;G-LVL03-IDX-0048;HS-C-TOTAL;HS-C-02;HS-C-0202;HS-C-020220;02;0202;020220;HS;Goods;C;Meat and edible meat offal;"Meat of bovine animals; frozen";"Meat; of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), frozen"
G-LVL01-IDX-0001-G-LVL02-IDX-0007-G-LVL03-IDX-0049;G-LVL01-IDX-0001;G-LVL02-IDX-0007;G-LVL03-IDX-0049;HS-C-TOTAL;HS-C-02;HS-C-0202;HS-C-020230;02;0202;020230;HS;Goods;C;Meat and edible meat offal;"Meat of bovine animals; frozen";"Meat; of bovine animals, boneless cuts, frozen"
G-LVL01-IDX-0001-G-LVL02-IDX-0008-G-LVL03-IDX-0050;G-LVL01-IDX-0001;G-LVL02-IDX-0008;G-LVL03-IDX-0050;HS-C-TOTAL;HS-C-02;HS-C-0203;HS-C-020311;02;0203;020311;HS;Goods;C;Meat and edible meat offal;"Meat of swine; fresh, chilled or frozen";"Meat; of swine, carcasses and half-carcasses, fresh or chilled"
G-LVL01-IDX-0001-G-LVL02-IDX-0008-G-LVL03-IDX-0051;G-LVL01-IDX-0001;G-LVL02-IDX-0008;G-LVL03-IDX-0051;HS-C-TOTAL;HS-C-02;HS-C-0203;HS-C-020312;02;0203;020312;HS;Goods;C;Meat and edible meat offal;"Meat of swine; fresh, chilled or frozen";"Meat; of swine, hams, shoulders and cuts thereof, with bone in, fresh or chilled"
G-LVL01-IDX-0001-G-LVL02-IDX-0008-G-LVL03-IDX-0052;G-LVL01-IDX-0001;G-LVL02-IDX-0008;G-LVL03-IDX-0052;HS-C-TOTAL;HS-C-02;HS-C-0203;HS-C-020319;02;0203;020319;HS;Goods;C;Meat and edible meat offal;"Meat of swine; fresh, chilled or frozen";"Meat; of swine, n.e.c. in item no. 0203.1, fresh or chilled"
G-LVL01-IDX-0001-G-LVL02-IDX-0008-G-LVL03-IDX-0053;G-LVL01-IDX-0001;G-LVL02-IDX-0008;G-LVL03-IDX-0053;HS-C-TOTAL;HS-C-02;HS-C-0203;HS-C-020321;02;0203;020321;HS;Goods;C;Meat and edible meat offal;"Meat of swine; fresh, chilled or frozen";"Meat; of swine, carcasses and half-carcasses, frozen"
G-LVL01-IDX-0001-G-LVL02-IDX-0008-G-LVL03-IDX-0054;G-LVL01-IDX-0001;G-LVL02-IDX-0008;G-LVL03-IDX-0054;HS-C-TOTAL;HS-C-02;HS-C-0203;HS-C-020322;02;0203;020322;HS;Goods;C;Meat and edible meat offal;"Meat of swine; fresh, chilled or frozen";"Meat; of swine, hams, shoulders and cuts thereof, with bone in, frozen"
G-LVL01-IDX-0001-G-LVL02-IDX-0008-G-LVL03-IDX-0055;G-LVL01-IDX-0001;G-LVL02-IDX-0008;G-LVL03-IDX-0055;HS-C-TOTAL;HS-C-02;HS-C-0203;HS-C-020329;02;0203;020329;HS;Goods;C;Meat and edible meat offal;"Meat of swine; fresh, chilled or frozen";"Meat; of swine, n.e.c. in item no. 0203.2, frozen"
G-LVL01-IDX-0001-G-LVL02-IDX-0009-G-LVL03-IDX-0056;G-LVL01-IDX-0001;G-LVL02-IDX-0009;G-LVL03-IDX-0056;HS-C-TOTAL;HS-C-02;HS-C-0204;HS-C-020410;02;0204;020410;HS;Goods;C;Meat and edible meat offal;"Meat of sheep or goats; fresh, chilled or frozen";"Meat; of sheep, lamb carcasses and half-carcasses, fresh or chilled"
G-LVL01-IDX-0001-G-LVL02-IDX-0009-G-LVL03-IDX-0057;G-LVL01-IDX-0001;G-LVL02-IDX-0009;G-LVL03-IDX-0057;HS-C-TOTAL;HS-C-02;HS-C-0204;HS-C-020421;02;0204;020421;HS;Goods;C;Meat and edible meat offal;"Meat of sheep or goats; fresh, chilled or frozen";"Meat; of sheep, carcasses and half-carcasses (excluding carcasses and half-carcasses of lamb), fresh or chilled"
G-LVL01-IDX-0001-G-LVL02-IDX-0009-G-LVL03-IDX-0058;G-LVL01-IDX-0001;G-LVL02-IDX-0009;G-LVL03-IDX-0058;HS-C-TOTAL;HS-C-02;HS-C-0204;HS-C-020422;02;0204;020422;HS;Goods;C;Meat and edible meat offal;"Meat of sheep or goats; fresh, chilled or frozen";"Meat; of sheep (including lamb), cuts with bone in (excluding carcasses and half-carcasses), fresh or chilled"
G-LVL01-IDX-0001-G-LVL02-IDX-0009-G-LVL03-IDX-0059;G-LVL01-IDX-0001;G-LVL02-IDX-0009;G-LVL03-IDX-0059;HS-C-TOTAL;HS-C-02;HS-C-0204;HS-C-020423;02;0204;020423;HS;Goods;C;Meat and edible meat offal;"Meat of sheep or goats; fresh, chilled or frozen";"Meat; of sheep (including lamb), boneless cuts, fresh or chilled"
G-LVL01-IDX-0001-G-LVL02-IDX-0009-G-LVL03-IDX-0060;G-LVL01-IDX-0001;G-LVL02-IDX-0009;G-LVL03-IDX-0060;HS-C-TOTAL;HS-C-02;HS-C-0204;HS-C-020430;02;0204;020430;HS;Goods;C;Meat and edible meat offal;"Meat of sheep or goats; fresh, chilled or frozen";"Meat; of sheep, lamb carcasses and half-carcasses, frozen"
G-LVL01-IDX-0001-G-LVL02-IDX-0009-G-LVL03-IDX-0061;G-LVL01-IDX-0001;G-LVL02-IDX-0009;G-LVL03-IDX-0061;HS-C-TOTAL;HS-C-02;HS-C-0204;HS-C-020441;02;0204;020441;HS;Goods;C;Meat and edible meat offal;"Meat of sheep or goats; fresh, chilled or frozen";"Meat; of sheep, carcasses and half-carcasses (excluding carcasses and half-carcasses of lamb), frozen"
G-LVL01-IDX-0001-G-LVL02-IDX-0009-G-LVL03-IDX-0062;G-LVL01-IDX-0001;G-LVL02-IDX-0009;G-LVL03-IDX-0062;HS-C-TOTAL;HS-C-02;HS-C-0204;HS-C-020442;02;0204;020442;HS;Goods;C;Meat and edible meat offal;"Meat of sheep or goats; fresh, chilled or frozen";"Meat; of sheep (including lamb), cuts with bone in (excluding carcasses and half-carcasses), frozen"
G-LVL01-IDX-0001-G-LVL02-IDX-0009-G-LVL03-IDX-0063;G-LVL01-IDX-0001;G-LVL02-IDX-0009;G-LVL03-IDX-0063;HS-C-TOTAL;HS-C-02;HS-C-0204;HS-C-020443;02;0204;020443;HS;Goods;C;Meat and edible meat offal;"Meat of sheep or goats; fresh, chilled or frozen";"Meat; of sheep (including lamb), boneless cuts, frozen"
